"id","tipo_incidente","canal_origem","volume_titulares","severidade_reputacional","ilr","resultado_final"
3227,"Falha_Cookies","App_Mobile",33966,6,63.3,"Medio_Risco"
3228,"Falha_Cookies","App_Mobile",39347,2,50.2,"Medio_Risco"
3229,"Vazamento_API","E-commerce",16023,7,69.6,"Medio_Risco"
3230,"Falha_Cookies","E-commerce",47500,9,82.6,"Alto_Risco"
3231,"Vazamento_API","App_Mobile",48317,6,83.1,"Alto_Risco"
3232,"Falha_Cookies","Portal_Cliente",17496,5,50.4,"Medio_Risco"
3233,"Falha_Cookies","E-commerce",40682,4,59,"Medio_Risco"
3234,"Falha_Cookies","Portal_Cliente",24781,5,54.4,"Medio_Risco"
3235,"Vazamento_API","E-commerce",38741,6,77.9,"Alto_Risco"
3236,"Vazamento_API","Portal_Cliente",35631,10,92.2,"Alto_Risco"
3237,"Ausencia_Termos","App_Mobile",7214,5,35.8,"Baixo_Risco"
3238,"Falha_Cookies","Portal_Cliente",3107,6,46.6,"Baixo_Risco"
3239,"Falha_Cookies","Portal_Cliente",19631,2,39.6,"Baixo_Risco"
3240,"Ausencia_Termos","E-commerce",36693,7,59.8,"Medio_Risco"
3241,"Ausencia_Termos","Portal_Cliente",13719,5,39.4,"Baixo_Risco"
3242,"Ausencia_Termos","App_Mobile",6993,9,51.7,"Medio_Risco"
3243,"Falha_Cookies","Portal_Cliente",9862,9,62.3,"Medio_Risco"
3244,"Ausencia_Termos","App_Mobile",43193,8,67.3,"Medio_Risco"
3245,"Vazamento_API","App_Mobile",37434,2,61.2,"Medio_Risco"
3246,"Vazamento_API","Portal_Cliente",47406,6,82.6,"Alto_Risco"
3247,"Ausencia_Termos","E-commerce",6446,5,35.4,"Baixo_Risco"
3248,"Vazamento_API","Portal_Cliente",7462,5,57,"Medio_Risco"
3249,"Vazamento_API","Portal_Cliente",18536,8,75,"Alto_Risco"
3250,"Ausencia_Termos","Portal_Cliente",24372,9,61.1,"Medio_Risco"
3251,"Falha_Cookies","E-commerce",17153,9,66.2,"Medio_Risco"
3252,"Falha_Cookies","E-commerce",4568,2,31.4,"Baixo_Risco"
3253,"Falha_Cookies","Portal_Cliente",43391,9,80.4,"Alto_Risco"
3254,"Vazamento_API","Portal_Cliente",3068,2,42.6,"Baixo_Risco"
3255,"Falha_Cookies","App_Mobile",5692,3,36,"Baixo_Risco"
3256,"Vazamento_API","E-commerce",40432,10,94.8,"Alto_Risco"
3257,"Ausencia_Termos","Portal_Cliente",45197,4,52.4,"Medio_Risco"
3258,"Falha_Cookies","E-commerce",23366,10,73.6,"Alto_Risco"
3259,"Falha_Cookies","Portal_Cliente",43009,3,56.2,"Medio_Risco"
3260,"Falha_Cookies","App_Mobile",12854,8,59.9,"Baixo_Risco"
3261,"Vazamento_API","Portal_Cliente",39701,9,90.4,"Alto_Risco"
3262,"Vazamento_API","E-commerce",2700,4,50.4,"Medio_Risco"
3263,"Ausencia_Termos","App_Mobile",34005,9,66.3,"Medio_Risco"
3264,"Vazamento_API","Portal_Cliente",29734,7,77,"Alto_Risco"
3265,"Falha_Cookies","Portal_Cliente",19257,4,47.4,"Medio_Risco"
3266,"Ausencia_Termos","Portal_Cliente",37847,3,44.4,"Baixo_Risco"
3267,"Falha_Cookies","Portal_Cliente",31478,2,46,"Medio_Risco"
3268,"Falha_Cookies","E-commerce",24430,2,42.2,"Baixo_Risco"
3269,"Ausencia_Termos","E-commerce",28272,10,67.2,"Medio_Risco"
3270,"Falha_Cookies","App_Mobile",45979,3,57.8,"Medio_Risco"
3271,"Ausencia_Termos","Portal_Cliente",32410,7,57.5,"Medio_Risco"
3272,"Falha_Cookies","App_Mobile",12284,8,59.6,"Medio_Risco"
3273,"Ausencia_Termos","E-commerce",35719,5,51.3,"Medio_Risco"
3274,"Vazamento_API","E-commerce",37865,8,85.4,"Alto_Risco"
3275,"Vazamento_API","E-commerce",13880,7,68.5,"Alto_Risco"
3276,"Ausencia_Termos","Portal_Cliente",35803,7,59.3,"Medio_Risco"
3277,"Vazamento_API","E-commerce",6616,6,60.5,"Medio_Risco"
3278,"Falha_Cookies","Portal_Cliente",14418,4,44.7,"Baixo_Risco"
3279,"Ausencia_Termos","E-commerce",5786,1,19.1,"Baixo_Risco"
3280,"Vazamento_API","App_Mobile",27417,5,67.8,"Medio_Risco"
3281,"Vazamento_API","E-commerce",35419,7,80.1,"Alto_Risco"
3282,"Ausencia_Termos","App_Mobile",28290,9,63.3,"Medio_Risco"
3283,"Falha_Cookies","Portal_Cliente",2445,6,46.3,"Medio_Risco"
3284,"Vazamento_API","Portal_Cliente",16202,2,49.7,"Medio_Risco"
3285,"Vazamento_API","E-commerce",27143,5,67.6,"Medio_Risco"
3286,"Vazamento_API","E-commerce",22656,4,61.2,"Medio_Risco"
3287,"Falha_Cookies","App_Mobile",21420,8,64.5,"Medio_Risco"
3288,"Falha_Cookies","Portal_Cliente",28734,9,72.5,"Alto_Risco"
3289,"Vazamento_API","Portal_Cliente",12741,8,71.8,"Medio_Risco"
3290,"Vazamento_API","Portal_Cliente",4423,4,51.3,"Medio_Risco"
3291,"Falha_Cookies","Portal_Cliente",35769,3,52.3,"Medio_Risco"
3292,"Vazamento_API","E-commerce",40846,5,75,"Alto_Risco"
3293,"Ausencia_Termos","E-commerce",7717,5,36.1,"Baixo_Risco"
3294,"Ausencia_Termos","App_Mobile",38457,6,56.8,"Medio_Risco"
3295,"Ausencia_Termos","App_Mobile",13568,5,39.3,"Baixo_Risco"
3296,"Falha_Cookies","Portal_Cliente",43169,6,68.3,"Medio_Risco"
3297,"Vazamento_API","E-commerce",25692,8,78.8,"Alto_Risco"
3298,"Vazamento_API","Portal_Cliente",35985,6,76.4,"Alto_Risco"
3299,"Falha_Cookies","App_Mobile",8616,9,61.6,"Medio_Risco"
3300,"Vazamento_API","Portal_Cliente",17696,10,82.5,"Alto_Risco"
3301,"Vazamento_API","App_Mobile",45734,7,85.7,"Alto_Risco"
3302,"Vazamento_API","App_Mobile",36124,5,72.5,"Alto_Risco"
3303,"Falha_Cookies","Portal_Cliente",48295,2,55.1,"Medio_Risco"
3304,"Ausencia_Termos","Portal_Cliente",17741,1,25.5,"Baixo_Risco"
3305,"Vazamento_API","Portal_Cliente",34501,7,79.6,"Alto_Risco"
3306,"Falha_Cookies","Portal_Cliente",2749,7,50.4,"Medio_Risco"
3307,"Falha_Cookies","E-commerce",43585,2,52.5,"Medio_Risco"
3308,"Falha_Cookies","App_Mobile",16820,5,50,"Medio_Risco"
3309,"Falha_Cookies","App_Mobile",38722,4,57.9,"Medio_Risco"
3310,"Vazamento_API","Portal_Cliente",30085,8,81.2,"Alto_Risco"
3311,"Ausencia_Termos","E-commerce",12731,10,58.8,"Medio_Risco"
3312,"Vazamento_API","Portal_Cliente",32104,6,74.3,"Alto_Risco"
3313,"Vazamento_API","Portal_Cliente",7500,2,45,"Medio_Risco"
3314,"Vazamento_API","App_Mobile",43139,9,92.3,"Alto_Risco"
3315,"Vazamento_API","App_Mobile",14471,9,76.8,"Alto_Risco"
3316,"Falha_Cookies","App_Mobile",26530,7,63.3,"Medio_Risco"
3317,"Vazamento_API","E-commerce",26602,7,75.3,"Alto_Risco"
3318,"Ausencia_Termos","App_Mobile",48141,2,46,"Medio_Risco"
3319,"Falha_Cookies","E-commerce",11413,2,35.1,"Baixo_Risco"
3320,"Ausencia_Termos","Portal_Cliente",17880,6,45.6,"Medio_Risco"
3321,"Ausencia_Termos","Portal_Cliente",47471,1,41.6,"Baixo_Risco"
3322,"Vazamento_API","Portal_Cliente",34625,5,71.7,"Medio_Risco"
3323,"Falha_Cookies","E-commerce",42160,2,51.8,"Medio_Risco"
3324,"Vazamento_API","E-commerce",1438,5,53.7,"Medio_Risco"
3325,"Ausencia_Termos","E-commerce",37249,10,72.1,"Alto_Risco"
3326,"Ausencia_Termos","E-commerce",34522,2,38.6,"Baixo_Risco"
3327,"Vazamento_API","E-commerce",11508,5,59.2,"Medio_Risco"
3328,"Falha_Cookies","Portal_Cliente",6475,1,28.4,"Baixo_Risco"
3329,"Falha_Cookies","App_Mobile",48438,3,59.2,"Medio_Risco"
3330,"Ausencia_Termos","App_Mobile",12147,3,30.5,"Baixo_Risco"
3331,"Vazamento_API","Portal_Cliente",42355,10,95.9,"Alto_Risco"
3332,"Vazamento_API","Portal_Cliente",43081,1,60.3,"Medio_Risco"
3333,"Falha_Cookies","App_Mobile",33363,5,59,"Medio_Risco"
3334,"Ausencia_Termos","E-commerce",23983,2,32.9,"Baixo_Risco"
3335,"Vazamento_API","E-commerce",13426,8,72.2,"Alto_Risco"
3336,"Vazamento_API","E-commerce",274,10,73.1,"Alto_Risco"
3337,"Ausencia_Termos","Portal_Cliente",18173,3,33.8,"Baixo_Risco"
3338,"Ausencia_Termos","E-commerce",9397,4,33,"Baixo_Risco"
3339,"Falha_Cookies","E-commerce",12401,4,43.7,"Baixo_Risco"
3340,"Falha_Cookies","E-commerce",3394,9,58.8,"Medio_Risco"
3341,"Ausencia_Termos","App_Mobile",43757,5,55.6,"Medio_Risco"
3342,"Ausencia_Termos","Portal_Cliente",12683,4,34.8,"Baixo_Risco"
3343,"Vazamento_API","App_Mobile",13271,7,68.1,"Medio_Risco"
3344,"Vazamento_API","E-commerce",29807,7,77.1,"Alto_Risco"
3345,"Falha_Cookies","Portal_Cliente",10446,4,42.6,"Baixo_Risco"
3346,"Falha_Cookies","Portal_Cliente",44695,9,81.1,"Alto_Risco"
3347,"Falha_Cookies","App_Mobile",16128,8,61.7,"Medio_Risco"
3348,"Falha_Cookies","App_Mobile",38030,7,69.5,"Medio_Risco"
3349,"Vazamento_API","Portal_Cliente",14215,9,76.6,"Alto_Risco"
3350,"Falha_Cookies","Portal_Cliente",46183,4,61.9,"Medio_Risco"
3351,"Falha_Cookies","E-commerce",49897,5,67.9,"Medio_Risco"
3352,"Vazamento_API","E-commerce",33075,4,66.8,"Medio_Risco"
3353,"Falha_Cookies","E-commerce",5214,8,55.8,"Medio_Risco"
3354,"Vazamento_API","App_Mobile",48081,4,75,"Alto_Risco"
3355,"Vazamento_API","Portal_Cliente",12855,4,55.9,"Medio_Risco"
3356,"Vazamento_API","Portal_Cliente",19345,2,51.4,"Medio_Risco"
3357,"Ausencia_Termos","App_Mobile",26489,8,58.3,"Medio_Risco"
3358,"Falha_Cookies","App_Mobile",11374,10,67.1,"Medio_Risco"
3359,"Falha_Cookies","Portal_Cliente",15691,8,61.4,"Medio_Risco"
3360,"Falha_Cookies","App_Mobile",20399,8,64,"Medio_Risco"
3361,"Vazamento_API","E-commerce",20725,9,80.2,"Alto_Risco"
3362,"Vazamento_API","App_Mobile",23908,5,65.9,"Medio_Risco"
3363,"Ausencia_Termos","E-commerce",12988,6,43,"Baixo_Risco"
3364,"Ausencia_Termos","E-commerce",15839,6,44.5,"Baixo_Risco"
3365,"Falha_Cookies","Portal_Cliente",23931,2,41.9,"Baixo_Risco"
3366,"Ausencia_Termos","Portal_Cliente",16101,7,48.7,"Baixo_Risco"
3367,"Vazamento_API","E-commerce",29503,7,76.9,"Alto_Risco"
3368,"Vazamento_API","App_Mobile",15691,9,77.4,"Alto_Risco"
3369,"Falha_Cookies","E-commerce",19890,2,39.7,"Baixo_Risco"
3370,"Vazamento_API","App_Mobile",37431,7,81.2,"Alto_Risco"
3371,"Vazamento_API","E-commerce",9607,6,62.1,"Medio_Risco"
3372,"Vazamento_API","Portal_Cliente",29036,1,52.7,"Medio_Risco"
3373,"Vazamento_API","App_Mobile",40693,5,75,"Alto_Risco"
3374,"Ausencia_Termos","E-commerce",12677,6,42.8,"Baixo_Risco"
3375,"Falha_Cookies","App_Mobile",17761,3,42.6,"Baixo_Risco"
3376,"Falha_Cookies","Portal_Cliente",2741,1,26.4,"Baixo_Risco"
3377,"Ausencia_Termos","E-commerce",23915,3,36.9,"Baixo_Risco"
3378,"Falha_Cookies","App_Mobile",15771,10,69.5,"Medio_Risco"
3379,"Vazamento_API","App_Mobile",43075,4,72.3,"Alto_Risco"
3380,"Vazamento_API","App_Mobile",39128,2,62.1,"Medio_Risco"
3381,"Vazamento_API","Portal_Cliente",23169,1,49.5,"Medio_Risco"
3382,"Vazamento_API","App_Mobile",16803,6,66,"Medio_Risco"
3383,"Vazamento_API","App_Mobile",25757,3,58.9,"Medio_Risco"
3384,"Falha_Cookies","Portal_Cliente",22211,3,45,"Medio_Risco"
3385,"Ausencia_Termos","Portal_Cliente",39181,5,53.1,"Medio_Risco"
3386,"Ausencia_Termos","Portal_Cliente",28200,5,47.2,"Medio_Risco"
3387,"Ausencia_Termos","Portal_Cliente",13837,2,27.4,"Baixo_Risco"
3388,"Vazamento_API","Portal_Cliente",35908,5,72.4,"Alto_Risco"
3389,"Vazamento_API","App_Mobile",16305,2,49.8,"Medio_Risco"
3390,"Falha_Cookies","App_Mobile",34909,2,47.8,"Medio_Risco"
3391,"Ausencia_Termos","E-commerce",32181,6,53.4,"Medio_Risco"
3392,"Vazamento_API","E-commerce",43617,5,76.5,"Alto_Risco"
3393,"Falha_Cookies","E-commerce",24462,9,70.2,"Medio_Risco"
3394,"Vazamento_API","E-commerce",5054,3,47.7,"Medio_Risco"
3395,"Vazamento_API","App_Mobile",41821,7,83.6,"Alto_Risco"
3396,"Ausencia_Termos","App_Mobile",4654,6,38.5,"Baixo_Risco"
3397,"Ausencia_Termos","E-commerce",22660,4,40.2,"Baixo_Risco"
3398,"Falha_Cookies","Portal_Cliente",43293,10,84.4,"Alto_Risco"
3399,"Vazamento_API","E-commerce",8594,7,65.6,"Medio_Risco"
3400,"Ausencia_Termos","App_Mobile",26009,5,46,"Medio_Risco"
3401,"Vazamento_API","App_Mobile",46514,5,78.1,"Medio_Risco"
3402,"Ausencia_Termos","Portal_Cliente",10949,9,53.9,"Medio_Risco"
3403,"Ausencia_Termos","E-commerce",3947,3,26.1,"Baixo_Risco"
3404,"Falha_Cookies","E-commerce",26031,5,55,"Medio_Risco"
3405,"Falha_Cookies","E-commerce",37631,9,77.3,"Alto_Risco"
3406,"Falha_Cookies","Portal_Cliente",33764,4,55.2,"Medio_Risco"
3407,"Falha_Cookies","Portal_Cliente",2289,4,38.2,"Baixo_Risco"
3408,"Vazamento_API","E-commerce",30567,5,69.5,"Medio_Risco"
3409,"Vazamento_API","E-commerce",42966,9,92.2,"Alto_Risco"
3410,"Vazamento_API","E-commerce",26843,8,79.5,"Alto_Risco"
3411,"Vazamento_API","Portal_Cliente",10159,2,46.4,"Medio_Risco"
3412,"Ausencia_Termos","Portal_Cliente",34486,2,38.6,"Baixo_Risco"
3413,"Falha_Cookies","App_Mobile",7139,2,32.8,"Baixo_Risco"
3414,"Ausencia_Termos","App_Mobile",23019,6,48.4,"Medio_Risco"
3415,"Falha_Cookies","Portal_Cliente",3064,8,54.6,"Medio_Risco"
3416,"Vazamento_API","E-commerce",17596,7,70.5,"Alto_Risco"
3417,"Ausencia_Termos","E-commerce",44564,1,40.1,"Baixo_Risco"
3418,"Ausencia_Termos","Portal_Cliente",28313,3,39.3,"Baixo_Risco"
3419,"Falha_Cookies","App_Mobile",35411,8,72.1,"Alto_Risco"
3420,"Falha_Cookies","Portal_Cliente",46813,2,54.3,"Medio_Risco"
3421,"Falha_Cookies","Portal_Cliente",24363,9,70.1,"Medio_Risco"
3422,"Falha_Cookies","App_Mobile",24770,1,38.3,"Baixo_Risco"
3423,"Vazamento_API","E-commerce",10187,2,46.5,"Medio_Risco"
3424,"Vazamento_API","App_Mobile",2032,8,66,"Medio_Risco"
3425,"Ausencia_Termos","App_Mobile",26800,2,34.4,"Baixo_Risco"
3426,"Ausencia_Termos","App_Mobile",8512,9,52.6,"Alto_Risco"
3427,"Falha_Cookies","App_Mobile",3480,10,62.8,"Medio_Risco"
3428,"Vazamento_API","Portal_Cliente",180,6,57,"Medio_Risco"
3429,"Vazamento_API","E-commerce",13827,6,64.4,"Medio_Risco"
3430,"Ausencia_Termos","App_Mobile",7452,8,48,"Medio_Risco"
3431,"Ausencia_Termos","App_Mobile",37669,7,60.3,"Medio_Risco"
3432,"Vazamento_API","Portal_Cliente",25310,6,70.6,"Medio_Risco"
3433,"Vazamento_API","Portal_Cliente",20103,3,55.8,"Medio_Risco"
3434,"Ausencia_Termos","E-commerce",12514,2,26.7,"Baixo_Risco"
3435,"Ausencia_Termos","App_Mobile",3659,2,21.9,"Baixo_Risco"
3436,"Falha_Cookies","Portal_Cliente",22218,6,57,"Medio_Risco"
3437,"Vazamento_API","E-commerce",13145,5,60.1,"Medio_Risco"
3438,"Vazamento_API","App_Mobile",6948,6,60.7,"Medio_Risco"
3439,"Vazamento_API","App_Mobile",24409,1,50.2,"Medio_Risco"
3440,"Vazamento_API","E-commerce",7870,2,45.2,"Medio_Risco"
3441,"Vazamento_API","E-commerce",11726,4,55.3,"Medio_Risco"
3442,"Ausencia_Termos","E-commerce",25372,6,49.7,"Baixo_Risco"
3443,"Vazamento_API","App_Mobile",17466,7,70.4,"Medio_Risco"
3444,"Falha_Cookies","E-commerce",31201,3,49.8,"Medio_Risco"
3445,"Ausencia_Termos","App_Mobile",34023,8,62.4,"Medio_Risco"
3446,"Falha_Cookies","App_Mobile",43117,8,76.3,"Alto_Risco"
3447,"Ausencia_Termos","E-commerce",41834,2,42.6,"Baixo_Risco"
3448,"Vazamento_API","E-commerce",9861,6,62.3,"Medio_Risco"
3449,"Vazamento_API","Portal_Cliente",32184,10,90.4,"Alto_Risco"
3450,"Vazamento_API","App_Mobile",39523,7,82.3,"Alto_Risco"
3451,"Ausencia_Termos","App_Mobile",28077,6,51.1,"Medio_Risco"
3452,"Ausencia_Termos","Portal_Cliente",31440,3,41,"Baixo_Risco"
3453,"Falha_Cookies","E-commerce",6069,1,28.2,"Baixo_Risco"
3454,"Falha_Cookies","E-commerce",37832,8,73.4,"Alto_Risco"
3455,"Falha_Cookies","App_Mobile",26527,2,43.3,"Baixo_Risco"
3456,"Falha_Cookies","E-commerce",32294,3,50.4,"Medio_Risco"
3457,"Falha_Cookies","E-commerce",14776,4,44.9,"Baixo_Risco"
3458,"Ausencia_Termos","App_Mobile",9517,2,25.1,"Baixo_Risco"
3459,"Vazamento_API","E-commerce",9475,9,74.1,"Alto_Risco"
3460,"Vazamento_API","Portal_Cliente",1636,5,53.8,"Medio_Risco"
3461,"Vazamento_API","Portal_Cliente",12864,4,55.9,"Medio_Risco"
3462,"Ausencia_Termos","Portal_Cliente",19241,7,50.4,"Medio_Risco"
3463,"Ausencia_Termos","App_Mobile",8899,8,48.8,"Medio_Risco"
3464,"Falha_Cookies","Portal_Cliente",18860,8,63.2,"Medio_Risco"
3465,"Vazamento_API","Portal_Cliente",44356,9,92.9,"Alto_Risco"
3466,"Ausencia_Termos","Portal_Cliente",29350,1,31.8,"Baixo_Risco"
3467,"Vazamento_API","E-commerce",27042,8,79.6,"Alto_Risco"
3468,"Falha_Cookies","App_Mobile",12149,3,39.5,"Baixo_Risco"
3469,"Vazamento_API","App_Mobile",23611,3,57.7,"Medio_Risco"
3470,"Vazamento_API","Portal_Cliente",29840,10,89.1,"Alto_Risco"
3471,"Falha_Cookies","E-commerce",24472,3,46.2,"Medio_Risco"
3472,"Ausencia_Termos","App_Mobile",22291,5,44,"Baixo_Risco"
3473,"Vazamento_API","E-commerce",28979,7,76.6,"Alto_Risco"
3474,"Ausencia_Termos","Portal_Cliente",23241,3,36.5,"Baixo_Risco"
3475,"Vazamento_API","Portal_Cliente",4202,9,71.2,"Medio_Risco"
3476,"Vazamento_API","Portal_Cliente",18976,4,59.2,"Medio_Risco"
3477,"Falha_Cookies","E-commerce",49526,3,59.7,"Medio_Risco"
3478,"Ausencia_Termos","App_Mobile",38457,7,60.8,"Medio_Risco"
3479,"Falha_Cookies","E-commerce",14693,7,56.9,"Medio_Risco"
3480,"Vazamento_API","Portal_Cliente",5277,10,75.8,"Alto_Risco"
3481,"Ausencia_Termos","App_Mobile",31825,4,45.2,"Medio_Risco"
3482,"Ausencia_Termos","E-commerce",5746,5,35.1,"Baixo_Risco"
3483,"Vazamento_API","E-commerce",1304,9,69.7,"Medio_Risco"
3484,"Falha_Cookies","App_Mobile",908,6,45.4,"Medio_Risco"
3485,"Vazamento_API","Portal_Cliente",13365,4,56.2,"Medio_Risco"
3486,"Falha_Cookies","E-commerce",40395,4,58.8,"Medio_Risco"
3487,"Falha_Cookies","Portal_Cliente",9092,4,41.9,"Baixo_Risco"
3488,"Falha_Cookies","App_Mobile",36831,5,60.9,"Medio_Risco"
3489,"Ausencia_Termos","App_Mobile",25155,4,41.6,"Baixo_Risco"
3490,"Ausencia_Termos","E-commerce",3380,9,49.8,"Medio_Risco"
3491,"Falha_Cookies","E-commerce",26846,4,51.5,"Medio_Risco"
3492,"Vazamento_API","Portal_Cliente",32635,7,78.6,"Alto_Risco"
3493,"Ausencia_Termos","App_Mobile",45419,3,48.5,"Medio_Risco"
3494,"Vazamento_API","Portal_Cliente",11767,7,67.3,"Medio_Risco"
3495,"Vazamento_API","App_Mobile",21075,7,72.3,"Alto_Risco"
3496,"Ausencia_Termos","E-commerce",21458,7,51.6,"Medio_Risco"
3497,"Falha_Cookies","App_Mobile",24110,10,74,"Alto_Risco"
3498,"Falha_Cookies","Portal_Cliente",22152,6,56.9,"Medio_Risco"
3499,"Ausencia_Termos","E-commerce",41828,4,50.6,"Medio_Risco"
3500,"Vazamento_API","E-commerce",29452,3,60.9,"Medio_Risco"
3501,"Falha_Cookies","App_Mobile",17760,7,58.6,"Medio_Risco"
3502,"Falha_Cookies","Portal_Cliente",40801,7,71,"Medio_Risco"
3503,"Falha_Cookies","E-commerce",858,2,29.4,"Baixo_Risco"
3504,"Vazamento_API","App_Mobile",47676,1,62.7,"Medio_Risco"
3505,"Vazamento_API","Portal_Cliente",28321,2,56.3,"Medio_Risco"
3506,"Vazamento_API","E-commerce",45671,2,65.7,"Medio_Risco"
3507,"Falha_Cookies","E-commerce",22071,2,40.9,"Baixo_Risco"
3508,"Falha_Cookies","E-commerce",41414,4,59.4,"Medio_Risco"
3509,"Vazamento_API","App_Mobile",32262,7,78.4,"Alto_Risco"
3510,"Vazamento_API","App_Mobile",34798,4,67.8,"Medio_Risco"
3511,"Ausencia_Termos","E-commerce",5418,9,50.9,"Medio_Risco"
3512,"Falha_Cookies","Portal_Cliente",31092,4,53.8,"Medio_Risco"
3513,"Falha_Cookies","App_Mobile",3211,9,58.7,"Medio_Risco"
3514,"Falha_Cookies","App_Mobile",41233,9,79.3,"Alto_Risco"
3515,"Vazamento_API","E-commerce",31664,7,78.1,"Alto_Risco"
3516,"Falha_Cookies","E-commerce",36548,6,64.7,"Medio_Risco"
3517,"Ausencia_Termos","E-commerce",13304,9,55.1,"Medio_Risco"
3518,"Falha_Cookies","App_Mobile",49780,7,75.9,"Alto_Risco"
3519,"Falha_Cookies","E-commerce",42683,7,72,"Alto_Risco"
3520,"Ausencia_Termos","App_Mobile",15169,8,52.2,"Medio_Risco"
3521,"Vazamento_API","App_Mobile",35966,2,60.4,"Medio_Risco"
3522,"Falha_Cookies","App_Mobile",43307,4,60.4,"Baixo_Risco"
3523,"Falha_Cookies","Portal_Cliente",20879,6,56.2,"Medio_Risco"
3524,"Falha_Cookies","E-commerce",48575,6,71.2,"Medio_Risco"
3525,"Vazamento_API","App_Mobile",26978,8,79.5,"Alto_Risco"
3526,"Ausencia_Termos","E-commerce",1602,6,36.8,"Medio_Risco"
3527,"Falha_Cookies","App_Mobile",18999,5,51.2,"Medio_Risco"
3528,"Ausencia_Termos","App_Mobile",10137,6,41.4,"Baixo_Risco"
3529,"Ausencia_Termos","App_Mobile",4982,6,38.6,"Baixo_Risco"
3530,"Ausencia_Termos","Portal_Cliente",43702,8,67.6,"Medio_Risco"
3531,"Falha_Cookies","App_Mobile",44159,9,80.8,"Alto_Risco"
3532,"Falha_Cookies","App_Mobile",22040,4,48.9,"Medio_Risco"
3533,"Vazamento_API","App_Mobile",4486,7,63.4,"Medio_Risco"
3534,"Vazamento_API","Portal_Cliente",45504,4,73.6,"Alto_Risco"
3535,"Vazamento_API","Portal_Cliente",23382,5,65.6,"Medio_Risco"
3536,"Vazamento_API","E-commerce",7846,8,69.2,"Medio_Risco"
3537,"Falha_Cookies","Portal_Cliente",49399,9,83.7,"Alto_Risco"
3538,"Falha_Cookies","App_Mobile",4051,3,35.1,"Medio_Risco"
3539,"Vazamento_API","Portal_Cliente",30946,6,73.7,"Alto_Risco"
3540,"Falha_Cookies","Portal_Cliente",40670,1,47,"Medio_Risco"
3541,"Ausencia_Termos","Portal_Cliente",13172,2,27.1,"Baixo_Risco"
3542,"Vazamento_API","Portal_Cliente",22830,5,65.3,"Medio_Risco"
3543,"Falha_Cookies","E-commerce",3319,8,54.7,"Medio_Risco"
3544,"Ausencia_Termos","App_Mobile",45749,6,60.7,"Medio_Risco"
3545,"Vazamento_API","E-commerce",3498,7,62.8,"Medio_Risco"
3546,"Vazamento_API","E-commerce",15921,3,53.6,"Medio_Risco"
3547,"Ausencia_Termos","E-commerce",1315,7,40.7,"Baixo_Risco"
3548,"Falha_Cookies","E-commerce",35075,8,71.9,"Medio_Risco"
3549,"Falha_Cookies","Portal_Cliente",48712,2,55.3,"Medio_Risco"
3550,"Ausencia_Termos","E-commerce",22669,8,56.2,"Medio_Risco"
3551,"Falha_Cookies","E-commerce",46867,2,54.3,"Medio_Risco"
3552,"Ausencia_Termos","E-commerce",9847,7,45.3,"Medio_Risco"
3553,"Vazamento_API","E-commerce",29915,8,81.1,"Alto_Risco"
3554,"Falha_Cookies","E-commerce",29524,4,52.9,"Medio_Risco"
3555,"Ausencia_Termos","App_Mobile",13100,9,55,"Medio_Risco"
3556,"Vazamento_API","E-commerce",19682,2,51.6,"Medio_Risco"
3557,"Vazamento_API","Portal_Cliente",44569,8,89.1,"Alto_Risco"
3558,"Falha_Cookies","App_Mobile",2302,1,26.2,"Baixo_Risco"
3559,"Vazamento_API","Portal_Cliente",8435,2,45.5,"Medio_Risco"
3560,"Vazamento_API","E-commerce",12284,6,63.6,"Medio_Risco"
3561,"Falha_Cookies","Portal_Cliente",33794,3,51.2,"Medio_Risco"
3562,"Vazamento_API","Portal_Cliente",45316,4,73.5,"Alto_Risco"
3563,"Ausencia_Termos","E-commerce",26522,8,58.3,"Medio_Risco"
3564,"Ausencia_Termos","App_Mobile",15118,3,32.1,"Baixo_Risco"
3565,"Falha_Cookies","Portal_Cliente",14355,9,64.7,"Medio_Risco"
3566,"Ausencia_Termos","Portal_Cliente",42214,8,66.8,"Medio_Risco"
3567,"Vazamento_API","App_Mobile",49928,6,84,"Alto_Risco"
3568,"Ausencia_Termos","Portal_Cliente",26224,4,42.1,"Baixo_Risco"
3569,"Falha_Cookies","E-commerce",42714,3,56.1,"Medio_Risco"
3570,"Vazamento_API","App_Mobile",2711,5,54.4,"Medio_Risco"
3571,"Vazamento_API","Portal_Cliente",8814,7,65.7,"Medio_Risco"
3572,"Ausencia_Termos","E-commerce",49903,5,58.9,"Medio_Risco"
3573,"Vazamento_API","Portal_Cliente",14473,2,48.8,"Medio_Risco"
3574,"Vazamento_API","E-commerce",40853,4,71.1,"Medio_Risco"
3575,"Vazamento_API","E-commerce",18483,7,70.9,"Medio_Risco"
3576,"Ausencia_Termos","Portal_Cliente",29399,6,51.9,"Medio_Risco"
3577,"Falha_Cookies","Portal_Cliente",38550,5,61.8,"Medio_Risco"
3578,"Ausencia_Termos","App_Mobile",38266,8,64.7,"Medio_Risco"
3579,"Vazamento_API","App_Mobile",26974,3,59.5,"Medio_Risco"
3580,"Vazamento_API","App_Mobile",33314,5,71,"Medio_Risco"
3581,"Falha_Cookies","Portal_Cliente",128,9,57,"Medio_Risco"
